loss,mae,mape,val_loss,val_mae,val_mape,learning_rate
0.584621012210846,0.4462853670120239,3587315.25,0.12574806809425354,0.16052085161209106,191.24591064453125,0.0010000000474974513
0.39377304911613464,0.366563618183136,2335155.0,0.12058083713054657,0.15683406591415405,337.0446472167969,0.0010000000474974513
0.3111698627471924,0.3172496557235718,2113516.5,0.11611690372228622,0.15380752086639404,446.88494873046875,0.0010000000474974513
0.2699165642261505,0.2919742166996002,2046503.25,0.11192314326763153,0.15035511553287506,486.8102722167969,0.0010000000474974513
0.23305979371070862,0.2658781111240387,1495753.125,0.10750449448823929,0.14686183631420135,537.785400390625,0.0010000000474974513
0.20779761672019958,0.25045618414878845,1303446.5,0.10356391221284866,0.14417293667793274,603.1483764648438,0.0010000000474974513
0.1805560290813446,0.2251216620206833,1107624.25,0.09965813905000687,0.1418280452489853,658.59521484375,0.0010000000474974513
0.17714469134807587,0.2249082773923874,1356984.375,0.09501863270998001,0.139219731092453,718.1553955078125,0.0010000000474974513
0.15693795680999756,0.20617170631885529,1002046.875,0.08989223837852478,0.13654451072216034,770.919189453125,0.0010000000474974513
0.143184095621109,0.19838958978652954,1197413.125,0.0872175320982933,0.1357869952917099,829.7987060546875,0.0010000000474974513
0.14142394065856934,0.19669967889785767,1199407.75,0.09036654233932495,0.13862104713916779,885.0874633789062,0.0010000000474974513
0.1380395144224167,0.19437380135059357,985635.0625,0.08945282548666,0.1380850076675415,898.433837890625,0.0010000000474974513
0.12729531526565552,0.18639132380485535,1110636.75,0.08699896931648254,0.13683149218559265,926.2963256835938,0.0010000000474974513
0.1260293424129486,0.18854683637619019,1120350.75,0.0839400440454483,0.13583408296108246,956.1172485351562,0.0010000000474974513
0.11379900574684143,0.17859169840812683,944005.375,0.07997738569974899,0.13533717393875122,982.3787841796875,0.0010000000474974513
0.11222461611032486,0.1728764772415161,1026748.75,0.07907639443874359,0.13547781109809875,1020.5556640625,0.0010000000474974513
0.10562894493341446,0.16763852536678314,1008138.5,0.07886722683906555,0.13592271506786346,1065.43505859375,0.0010000000474974513
0.10282480716705322,0.16781066358089447,920649.8125,0.07864605635404587,0.13654319941997528,1085.5985107421875,0.0010000000474974513
0.10501427203416824,0.16712027788162231,811967.5625,0.07943668216466904,0.13666941225528717,1086.3397216796875,0.0010000000474974513
0.10145849734544754,0.16349633038043976,1039070.75,0.07903732359409332,0.13664087653160095,1079.0472412109375,0.0010000000474974513
0.09934384375810623,0.1623808592557907,853855.875,0.07889365404844284,0.1370159536600113,1080.07958984375,0.0010000000474974513
0.09909041970968246,0.1597195714712143,889230.0,0.07887048274278641,0.13671140372753143,1066.1436767578125,0.0010000000474974513
0.10004932433366776,0.15857498347759247,868813.875,0.07854489237070084,0.13700926303863525,1052.00439453125,0.0010000000474974513
0.09441544860601425,0.15577177703380585,896275.75,0.07837193459272385,0.1371856927871704,1042.181396484375,0.0010000000474974513
0.09209703654050827,0.15224233269691467,866920.125,0.0784013569355011,0.13773275911808014,1041.169677734375,0.0010000000474974513
0.09108458459377289,0.15288618206977844,926898.8125,0.0787229910492897,0.13867616653442383,1038.088134765625,0.0010000000474974513
0.09356385469436646,0.15493158996105194,845718.625,0.07860299944877625,0.1384337693452835,1035.84423828125,0.0010000000474974513
0.08927907049655914,0.1497792750597,875767.5625,0.07901293784379959,0.1397043764591217,1042.902587890625,0.0010000000474974513
0.09111594408750534,0.15278476476669312,926669.3125,0.07871919870376587,0.13911749422550201,1041.2960205078125,0.0010000000474974513
0.09029592573642731,0.1514068841934204,867515.375,0.0790419951081276,0.13781173527240753,1023.1150512695312,0.0005000000237487257
0.09054591506719589,0.15196947753429413,886058.4375,0.07925835251808167,0.13781815767288208,1015.531494140625,0.0005000000237487257
0.08174864947795868,0.1459953486919403,943587.375,0.07934737205505371,0.13792134821414948,1012.57861328125,0.0005000000237487257
0.08789967000484467,0.1504182666540146,957129.75,0.079111747443676,0.1377575397491455,1006.1074829101562,0.0005000000237487257
0.08683034777641296,0.14926983416080475,874960.375,0.07881341874599457,0.13735611736774445,997.0616455078125,0.0005000000237487257
